State,City,Crop,pH soil,Area (ha),avgTemp,Rainfall (mm),Yield (ton/ha),Avg_smlvl,Soil Type,Nutrient Level,Credit Score,Risk Category,Risk Category Encoded,Predicted Risk Category,Risk Score (%)
Gujarat,Vadodara,Sugarcane,4.0,6601,28,325,8.01748204274626,16.0,Mixed Soil,Low,413,High Risk,3,3,84
Gujarat,Vadodara,Bajra,4.0,7901,29,841,3.7440096028372833,16.0,Mixed Soil,Low,387,High Risk,3,3,96
Gujarat,Vadodara,Groundnut,4.0,1101,29,841,2.1071710265086603,16.0,Mixed Soil,Low,386,High Risk,3,3,93
Gujarat,Vadodara,Jowar,4.0,2001,29,841,8.635528613755648,16.0,Mixed Soil,Low,472,High Risk,3,3,86
Gujarat,Vadodara,Maize,4.0,47501,29,841,2.624208298627921,16.0,Mixed Soil,Low,354,High Risk,3,3,88
Gujarat,Vadodara,Rice,4.0,52501,29,841,7.8017391022325615,16.0,Mixed Soil,Low,374,High Risk,3,3,87
Gujarat,Vadodara,Jowar,4.0,4701,24,19,8.54390091008242,16.0,Mixed Soil,Low,871,Very Low Risk,0,0,12
Gujarat,Vadodara,Wheat,4.0,20101,24,19,4.2913568393478485,16.0,Mixed Soil,Low,865,Very Low Risk,0,0,2
Gujarat,Vadodara,Bajra,4.0,3901,31,136,8.329613638766876,16.0,Mixed Soil,Low,808,Low Risk,1,1,29
Gujarat,Vadodara,Groundnut,4.0,7201,31,136,6.124876799324367,16.0,Mixed Soil,Low,817,Low Risk,1,1,28
Gujarat,Vadodara,Sugarcane,4.0,5601,28,332,6.514688946895118,16.0,Mixed Soil,Low,416,High Risk,3,3,83
Gujarat,Vadodara,Bajra,4.0,4801,30,801,7.250648607375045,16.0,Mixed Soil,Low,366,High Risk,3,3,93
Gujarat,Vadodara,Groundnut,4.0,801,30,801,3.409578044554077,16.0,Mixed Soil,Low,428,High Risk,3,3,76
Gujarat,Vadodara,Jowar,4.0,1601,30,801,4.497473636110021,16.0,Mixed Soil,Low,332,High Risk,3,3,92
Gujarat,Vadodara,Maize,4.0,43301,30,801,4.521614406610471,16.0,Mixed Soil,Low,491,High Risk,3,3,72
Gujarat,Vadodara,Rice,4.0,55101,30,801,9.230330087482352,16.0,Mixed Soil,Low,423,High Risk,3,3,71
Gujarat,Vadodara,Jowar,4.0,3901,24,20,2.7009403379351875,16.0,Mixed Soil,Low,882,Very Low Risk,0,0,3
Gujarat,Vadodara,Maize,4.0,63901,24,20,7.400662942246587,16.0,Mixed Soil,Low,708,Low Risk,1,1,27
Gujarat,Vadodara,Wheat,4.0,47501,24,20,6.972393645734165,16.0,Mixed Soil,Low,822,Low Risk,1,1,27
Gujarat,Vadodara,Bajra,4.0,11301,31,145,9.012542802488674,16.0,Mixed Soil,Low,727,Low Risk,1,1,29
Gujarat,Vadodara,Groundnut,4.0,38001,31,145,3.85981370015712,16.0,Mixed Soil,Low,808,Low Risk,1,1,31
Gujarat,Vadodara,Maize,4.0,17101,31,145,7.702252291894493,16.0,Mixed Soil,Low,785,Low Risk,1,1,21
Gujarat,Vadodara,Sugarcane,4.0,7701,28,322,8.56103885881343,16.0,Mixed Soil,Low,451,High Risk,3,3,75
Gujarat,Vadodara,Bajra,4.0,7001,29,829,2.3884209925073607,16.0,Mixed Soil,Low,318,High Risk,3,3,86
Gujarat,Vadodara,Groundnut,4.0,2601,29,829,4.89129570532037,16.0,Mixed Soil,Low,319,High Risk,3,3,91
Gujarat,Vadodara,Jowar,4.0,1501,29,829,4.893936732465982,16.0,Mixed Soil,Low,420,High Risk,3,3,89
Gujarat,Vadodara,Maize,4.0,44701,29,829,5.990008187167996,16.0,Mixed Soil,Low,442,High Risk,3,3,80
Gujarat,Vadodara,Rice,4.0,44401,29,829,7.380431705946206,16.0,Mixed Soil,Low,448,High Risk,3,3,74
Gujarat,Vadodara,Jowar,4.0,5501,24,18,2.0382720762533757,16.0,Mixed Soil,Low,886,Very Low Risk,0,0,10
Gujarat,Vadodara,Maize,4.0,25501,24,18,2.181238431414024,16.0,Mixed Soil,Low,855,Very Low Risk,0,0,11
Gujarat,Vadodara,Wheat,4.0,47201,24,18,3.079446113387399,16.0,Mixed Soil,Low,819,Low Risk,1,1,22
Gujarat,Vadodara,Bajra,4.0,11301,31,130,6.291940272700111,16.0,Mixed Soil,Low,778,Low Risk,1,1,25
Gujarat,Vadodara,Groundnut,4.0,38001,31,130,9.433764395308684,16.0,Mixed Soil,Low,756,Low Risk,1,1,28
Gujarat,Vadodara,Maize,4.0,10901,31,130,9.806692501586792,16.0,Mixed Soil,Low,724,Low Risk,1,1,30
Gujarat,Vadodara,Sugarcane,4.0,7001,28,326,6.224039323947334,16.0,Mixed Soil,Low,376,High Risk,3,3,96
Gujarat,Vadodara,Bajra,4.0,8401,30,822,9.741484614700376,16.0,Mixed Soil,Low,490,High Risk,3,3,89
Gujarat,Vadodara,Groundnut,4.0,201,30,822,7.1454361071513,16.0,Mixed Soil,Low,402,High Risk,3,3,85
Gujarat,Vadodara,Jowar,4.0,1301,30,822,2.934478948172555,16.0,Mixed Soil,Low,424,High Risk,3,3,70
Gujarat,Vadodara,Maize,4.0,44101,30,822,8.663503001103956,16.0,Mixed Soil,Low,335,High Risk,3,3,90
Gujarat,Vadodara,Rice,4.0,44601,30,822,6.951541873397203,16.0,Mixed Soil,Low,459,High Risk,3,3,87
Gujarat,Vadodara,Jowar,4.0,2801,24,17,9.924927238617617,16.0,Mixed Soil,Low,852,Very Low Risk,0,0,11
Gujarat,Vadodara,Maize,4.0,24601,24,17,6.759553993043455,16.0,Mixed Soil,Low,855,Very Low Risk,0,0,11
Gujarat,Vadodara,Wheat,4.0,36501,24,17,8.653138873836179,16.0,Mixed Soil,Low,763,Low Risk,1,1,26
Gujarat,Vadodara,Bajra,4.0,4701,31,146,8.48544252425717,16.0,Mixed Soil,Low,725,Low Risk,1,1,25
Gujarat,Vadodara,Groundnut,4.0,3001,31,146,2.3163886133093428,16.0,Mixed Soil,Low,844,Low Risk,1,1,23
Gujarat,Vadodara,Sugarcane,4.0,7401,28,328,7.656986628850392,16.0,Mixed Soil,Low,522,Medium Risk,2,2,67
Gujarat,Valsad,Groundnut,4.0,401,26,1612,7.635875148358613,16.0,Mixed Soil,Low,185,Very High Risk,4,4,98
Gujarat,Valsad,Jowar,4.0,2301,26,1612,5.671528801793297,16.0,Mixed Soil,Low,167,Very High Risk,4,4,106
Gujarat,Valsad,Jowar,4.0,201,22,17,4.213866258833766,16.0,Mixed Soil,Low,854,Very Low Risk,0,0,11
Gujarat,Valsad,Wheat,4.0,401,22,17,2.369692101902129,16.0,Mixed Soil,Low,881,Very Low Risk,0,0,2
Gujarat,Valsad,Groundnut,4.0,301,26,350,5.051448500422911,16.0,Mixed Soil,Low,644,Medium Risk,2,2,54
Gujarat,Valsad,Maize,4.0,101,25,660,5.517287311367696,16.0,Mixed Soil,Low,384,High Risk,3,3,89
Gujarat,Valsad,Rice,4.0,97801,25,660,3.1875667047126086,16.0,Mixed Soil,Low,387,High Risk,3,3,85
Gujarat,Valsad,Sugarcane,4.0,38601,25,660,8.23137052491677,16.0,Mixed Soil,Low,199,Very High Risk,4,4,99
Gujarat,Valsad,Groundnut,4.0,401,25,1617,2.50911768239484,16.0,Mixed Soil,Low,122,Very High Risk,4,4,106
Gujarat,Valsad,Jowar,4.0,2501,25,1617,3.136661404935324,16.0,Mixed Soil,Low,112,Very High Risk,4,4,100
Gujarat,Valsad,Maize,4.0,101,25,1617,9.711055933532124,16.0,Mixed Soil,Low,284,Very High Risk,4,4,96
Gujarat,Valsad,Rice,4.0,102301,25,1617,5.61071642444968,16.0,Mixed Soil,Low,170,Very High Risk,4,4,96
Gujarat,Valsad,Jowar,4.0,301,22,17,6.830092207964596,16.0,Mixed Soil,Low,882,Very Low Risk,0,0,6
Gujarat,Valsad,Wheat,4.0,401,22,17,7.618842735348929,16.0,Mixed Soil,Low,893,Very Low Risk,0,0,4
Gujarat,Valsad,Groundnut,4.0,701,27,346,2.428339036476068,16.0,Mixed Soil,Low,571,Medium Risk,2,2,56
Gujarat,Valsad,Sugarcane,4.0,41501,24,660,3.474665586407016,16.0,Mixed Soil,Low,158,Very High Risk,4,4,101
Gujarat,Valsad,Groundnut,4.0,701,25,1801,3.0951806021254296,16.0,Mixed Soil,Low,196,Very High Risk,4,4,105
Gujarat,Valsad,Jowar,4.0,2701,25,1801,4.587769162280966,16.0,Mixed Soil,Low,102,Very High Risk,4,4,106
Gujarat,Valsad,Maize,4.0,101,25,1801,9.492872320817511,16.0,Mixed Soil,Low,213,Very High Risk,4,4,106
Gujarat,Valsad,Rice,4.0,97301,25,1801,7.689652024580067,16.0,Mixed Soil,Low,278,Very High Risk,4,4,102
Gujarat,Valsad,Jowar,4.0,501,22,18,3.012776617974203,16.0,Mixed Soil,Low,885,Very Low Risk,0,0,11
Gujarat,Valsad,Wheat,4.0,501,22,18,9.101775316742987,16.0,Mixed Soil,Low,867,Very Low Risk,0,0,1
Gujarat,Valsad,Groundnut,4.0,901,26,339,9.435054947019747,16.0,Mixed Soil,Low,628,Medium Risk,2,2,68
Gujarat,Valsad,Sugarcane,4.0,33701,24,719,4.122277502807767,16.0,Mixed Soil,Low,248,Very High Risk,4,4,102
Gujarat,Valsad,Groundnut,4.0,401,25,1661,4.870616384454259,16.0,Mixed Soil,Low,143,Very High Risk,4,4,107
Gujarat,Valsad,Jowar,4.0,2501,25,1661,9.224006681077878,16.0,Mixed Soil,Low,195,Very High Risk,4,4,109
Gujarat,Valsad,Rice,4.0,99801,25,1661,3.6130033686439695,16.0,Mixed Soil,Low,111,Very High Risk,4,4,108
Gujarat,Valsad,Jowar,4.0,401,22,18,6.979043853866757,16.0,Mixed Soil,Low,884,Very Low Risk,0,0,13
Gujarat,Valsad,Wheat,4.0,601,22,18,9.05501651614818,16.0,Mixed Soil,Low,850,Very Low Risk,0,0,1
Gujarat,Valsad,Groundnut,4.0,301,26,344,9.55640217311894,16.0,Mixed Soil,Low,610,Medium Risk,2,2,67
Gujarat,Valsad,Rice,4.0,901,26,344,5.836170724765443,16.0,Mixed Soil,Low,503,Medium Risk,2,2,67
Gujarat,Valsad,Sugarcane,4.0,26901,24,674,4.2852665923166064,16.0,Mixed Soil,Low,169,Very High Risk,4,4,104
Gujarat,Valsad,Groundnut,4.0,601,25,1718,9.57900664050115,16.0,Mixed Soil,Low,254,Very High Risk,4,4,104
Gujarat,Valsad,Jowar,4.0,2401,25,1718,2.404874107318125,16.0,Mixed Soil,Low,294,Very High Risk,4,4,103
Gujarat,Valsad,Rice,4.0,109201,25,1718,2.041535175804692,16.0,Mixed Soil,Low,203,Very High Risk,4,4,103
Gujarat,Valsad,Jowar,4.0,301,21,19,5.861227490190675,16.0,Mixed Soil,Low,850,Very Low Risk,0,0,0
Gujarat,Valsad,Wheat,4.0,701,21,19,5.231472496731173,16.0,Mixed Soil,Low,869,Very Low Risk,0,0,9
Gujarat,Valsad,Groundnut,4.0,201,26,360,7.316737679868755,16.0,Mixed Soil,Low,673,Medium Risk,2,2,50
Gujarat,Valsad,Rice,4.0,401,26,360,5.500977630279917,16.0,Mixed Soil,Low,590,Medium Risk,2,2,50
Gujarat,Valsad,Sugarcane,4.0,24001,24,699,6.085348198661149,16.0,Mixed Soil,Low,118,Very High Risk,4,4,106
Gujarat,Valsad,Groundnut,4.0,501,25,1617,6.052035677306962,16.0,Mixed Soil,Low,202,Very High Risk,4,4,104
Gujarat,Valsad,Jowar,4.0,2301,25,1617,8.870934197042594,16.0,Mixed Soil,Low,167,Very High Risk,4,4,99
Gujarat,Valsad,Rice,4.0,87901,25,1617,4.315096515195753,16.0,Mixed Soil,Low,144,Very High Risk,4,4,108
Gujarat,Valsad,Jowar,4.0,201,21,18,8.443696865063774,16.0,Mixed Soil,Low,892,Very Low Risk,0,0,8
Gujarat,Valsad,Wheat,4.0,1001,21,18,8.082903743579823,16.0,Mixed Soil,Low,853,Very Low Risk,0,0,12
Gujarat,Valsad,Groundnut,4.0,101,26,324,9.231100610415831,16.0,Mixed Soil,Low,668,Medium Risk,2,2,54
Gujarat,Valsad,Rice,4.0,5901,26,324,7.979846679961501,16.0,Mixed Soil,Low,647,Medium Risk,2,2,65
Gujarat,Valsad,Sugarcane,4.0,39301,24,653,9.52882989819533,16.0,Mixed Soil,Low,147,Very High Risk,4,4,101
Gujarat,Valsad,Jowar,4.0,101,25,1630,2.565871953726812,16.0,Mixed Soil,Low,219,Very High Risk,4,4,109
Gujarat,Valsad,Rice,4.0,42701,25,1630,2.0165068007840867,16.0,Mixed Soil,Low,224,Very High Risk,4,4,98
Gujarat,Valsad,Wheat,4.0,501,22,18,5.790366695789938,16.0,Mixed Soil,Low,860,Very Low Risk,0,0,8
Gujarat,Valsad,Bajra,4.0,101,26,345,2.1419945113599885,16.0,Mixed Soil,Low,600,Medium Risk,2,2,58
Gujarat,Valsad,Rice,4.0,301,26,345,6.02604159849037,16.0,Mixed Soil,Low,575,Medium Risk,2,2,64
Gujarat,Valsad,Sugarcane,4.0,11201,24,664,4.8143840182201885,16.0,Mixed Soil,Low,148,Very High Risk,4,4,106
Gujarat,Valsad,Groundnut,4.0,101,25,1538,7.365720132877338,16.0,Mixed Soil,Low,153,Very High Risk,4,4,109
Gujarat,Valsad,Jowar,4.0,101,25,1538,9.170477695134164,16.0,Mixed Soil,Low,235,Very High Risk,4,4,103
Gujarat,Valsad,Rice,4.0,49101,25,1538,6.085376064100757,16.0,Mixed Soil,Low,214,Very High Risk,4,4,97
Gujarat,Valsad,Wheat,4.0,501,21,17,9.695862992355393,16.0,Mixed Soil,Low,899,Very Low Risk,0,0,9
Gujarat,Valsad,Rice,4.0,101,26,361,9.217527373220165,16.0,Mixed Soil,Low,619,Medium Risk,2,2,58
Gujarat,Valsad,Sugarcane,4.0,14001,24,638,6.445266636616514,16.0,Mixed Soil,Low,280,Very High Risk,4,4,104
Gujarat,Valsad,Jowar,4.0,201,26,1716,2.9674072732262164,16.0,Mixed Soil,Low,203,Very High Risk,4,4,106
Gujarat,Valsad,Rice,4.0,47501,26,1716,4.4795648610548735,16.0,Mixed Soil,Low,229,Very High Risk,4,4,102
Gujarat,Valsad,Wheat,4.0,601,21,18,9.384367759842398,16.0,Mixed Soil,Low,879,Very Low Risk,0,0,9
Gujarat,Valsad,Rice,4.0,1701,26,363,2.5156174989304727,16.0,Mixed Soil,Low,635,Medium Risk,2,2,57
Gujarat,Valsad,Sugarcane,4.0,15901,24,699,7.02656275704389,16.0,Mixed Soil,Low,155,Very High Risk,4,4,97
Gujarat,Valsad,Groundnut,4.0,201,25,1634,8.630944695941944,16.0,Mixed Soil,Low,104,Very High Risk,4,4,96
Gujarat,Valsad,Jowar,4.0,201,25,1634,7.06639216491273,16.0,Mixed Soil,Low,272,Very High Risk,4,4,96
Gujarat,Valsad,Rice,4.0,50601,25,1634,3.9790348871180106,16.0,Mixed Soil,Low,157,Very High Risk,4,4,96
Gujarat,Valsad,Wheat,4.0,601,22,17,4.6012916035537135,16.0,Mixed Soil,Low,889,Very Low Risk,0,0,11
Gujarat,Valsad,Rice,4.0,1801,27,358,9.069666698063674,16.0,Mixed Soil,Low,635,Medium Risk,2,2,67
Gujarat,Valsad,Sugarcane,4.0,16201,24,669,8.22134268832145,16.0,Mixed Soil,Low,202,Very High Risk,4,4,101
Gujarat,Valsad,Groundnut,4.0,201,25,1628,3.960346541555962,16.0,Mixed Soil,Low,147,Very High Risk,4,4,100
Gujarat,Valsad,Jowar,4.0,201,25,1628,9.950060018729488,16.0,Mixed Soil,Low,241,Very High Risk,4,4,95
Gujarat,Valsad,Rice,4.0,57501,25,1628,2.026598760822524,16.0,Mixed Soil,Low,262,Very High Risk,4,4,100
Gujarat,Valsad,Wheat,4.0,301,22,17,9.760569443148691,16.0,Mixed Soil,Low,887,Very Low Risk,0,0,6
Gujarat,Valsad,Rice,4.0,801,25,349,4.752596653741326,16.0,Mixed Soil,Low,650,Medium Risk,2,2,63
Gujarat,Valsad,Sugarcane,4.0,9901,24,664,2.6516966170535525,16.0,Mixed Soil,Low,195,Very High Risk,4,4,96
Gujarat,Valsad,Groundnut,4.0,201,26,1624,9.324496779025749,16.0,Mixed Soil,Low,180,Very High Risk,4,4,107
Gujarat,Valsad,Jowar,4.0,101,26,1624,2.3127589270216147,16.0,Mixed Soil,Low,204,Very High Risk,4,4,101
Gujarat,Valsad,Rice,4.0,60301,26,1624,3.09406190815129,16.0,Mixed Soil,Low,203,Very High Risk,4,4,106
Gujarat,Valsad,Jowar,4.0,101,21,20,4.195924592955751,16.0,Mixed Soil,Low,873,Very Low Risk,0,0,8
Gujarat,Valsad,Wheat,4.0,301,21,20,4.857309411134473,16.0,Mixed Soil,Low,899,Very Low Risk,0,0,5
Gujarat,Valsad,Rice,4.0,801,27,380,5.592007000241434,16.0,Mixed Soil,Low,622,Medium Risk,2,2,58
Gujarat,Valsad,Sugarcane,4.0,9601,24,675,6.448026892921549,16.0,Mixed Soil,Low,248,Very High Risk,4,4,102
Gujarat,Valsad,Groundnut,4.0,201,25,1641,5.005422937434118,16.0,Mixed Soil,Low,287,Very High Risk,4,4,98
Gujarat,Valsad,Jowar,4.0,101,25,1641,6.014042333660597,16.0,Mixed Soil,Low,173,Very High Risk,4,4,97
Gujarat,Valsad,Rice,4.0,58301,25,1641,4.9669736791399695,16.0,Mixed Soil,Low,133,Very High Risk,4,4,102
Gujarat,Valsad,Wheat,4.0,301,21,17,3.392226302152896,16.0,Mixed Soil,Low,873,Very Low Risk,0,0,7
Gujarat,Valsad,Rice,4.0,701,26,336,4.947096937667619,16.0,Mixed Soil,Low,518,Medium Risk,2,2,60
Gujarat,Valsad,Sugarcane,4.0,8601,24,664,8.792261537374145,16.0,Mixed Soil,Low,163,Very High Risk,4,4,107
Gujarat,Valsad,Groundnut,4.0,201,25,1701,8.983482465348825,16.0,Mixed Soil,Low,130,Very High Risk,4,4,100
Gujarat,Valsad,Jowar,4.0,101,25,1701,2.619192871066902,16.0,Mixed Soil,Low,109,Very High Risk,4,4,99
Gujarat,Valsad,Rice,4.0,58601,25,1701,4.175207669590945,16.0,Mixed Soil,Low,204,Very High Risk,4,4,103
Gujarat,Valsad,Jowar,4.0,101,22,20,2.322464972363073,16.0,Mixed Soil,Low,875,Very Low Risk,0,0,9
Gujarat,Valsad,Rice,4.0,9501,26,355,2.1967281960966183,16.0,Mixed Soil,Low,537,Medium Risk,2,2,52
Gujarat,Valsad,Sugarcane,4.0,8801,24,692,8.096333891463868,16.0,Mixed Soil,Low,200,Very High Risk,4,4,107
Gujarat,Valsad,Groundnut,4.0,301,25,1629,3.967391214521111,16.0,Mixed Soil,Low,214,Very High Risk,4,4,100
Gujarat,Valsad,Jowar,4.0,301,25,1629,9.414702382805574,16.0,Mixed Soil,Low,188,Very High Risk,4,4,99
Gujarat,Valsad,Rice,4.0,67301,25,1629,2.1836411446668107,16.0,Mixed Soil,Low,244,Very High Risk,4,4,105
Gujarat,Valsad,Jowar,4.0,101,22,18,9.462262995771855,16.0,Mixed Soil,Low,863,Very Low Risk,0,0,7
Gujarat,Valsad,Wheat,4.0,201,22,18,7.047567772574588,16.0,Mixed Soil,Low,856,Very Low Risk,0,0,11
Gujarat,Valsad,Groundnut,4.0,101,26,330,6.345769217586298,16.0,Mixed Soil,Low,604,Medium Risk,2,2,53
Gujarat,Valsad,Rice,4.0,2701,26,330,6.537024034046391,16.0,Mixed Soil,Low,692,Medium Risk,2,2,64
Gujarat,Valsad,Sugarcane,4.0,7601,24,659,2.7280372753798785,16.0,Mixed Soil,Low,209,Very High Risk,4,4,109
Gujarat,Valsad,Groundnut,4.0,301,25,1622,2.342218860104282,16.0,Mixed Soil,Low,132,Very High Risk,4,4,109
Gujarat,Valsad,Jowar,4.0,401,25,1622,3.8896583090263928,16.0,Mixed Soil,Low,182,Very High Risk,4,4,98
Gujarat,Valsad,Rice,4.0,63801,25,1622,8.784628147735821,16.0,Mixed Soil,Low,265,Very High Risk,4,4,95
Gujarat,Valsad,Rice,4.0,601,27,356,6.356924383961228,16.0,Mixed Soil,Low,626,Medium Risk,2,2,59
Gujarat,Valsad,Sugarcane,4.0,8601,24,665,4.127351096974255,16.0,Mixed Soil,Low,420,High Risk,3,3,72
Gujarat,Ahmedabad,Jowar,4.0,1001,23,6,5.110885951313763,16.0,Mixed Soil,Low,884,Very Low Risk,0,0,2
Gujarat,Ahmedabad,Jowar,4.0,1001,23,6,7.492089472096471,16.0,Mixed Soil,Low,861,Very Low Risk,0,0,14
Gujarat,Ahmedabad,Jowar,4.0,1001,23,6,3.060268055586171,16.0,Mixed Soil,Low,866,Very Low Risk,0,0,3
Gujarat,Ahmedabad,Jowar,4.0,1001,23,6,6.021629090458895,16.0,Mixed Soil,Low,863,Very Low Risk,0,0,1
Gujarat,Ahmedabad,Jowar,4.0,1001,23,6,3.0644377469070223,16.0,Mixed Soil,Low,891,Very Low Risk,0,0,1
